Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,,LogMass,Combined Mass (g),Comments,Reference,IUCN status,comment,comment,Home Range Size,units for home range sizse,reference for home range
NA,,extinct,Rodentia,Muridae,Peromyscus,cochrani,,1.322,21.000,synomized?,24,,,,,,
NA,,extinct,Rodentia,Muridae,Peromyscus,imperfectus,,1.544,35.000,,25,,,,,,
NA,,extinct,Rodentia,Muridae,Synaptomys,australis,,1.724,53.000,,28,,,,,,
NA,,extinct,Rodentia,Geomyidae,Thomomys,microdon,,1.875,75.000,,24,,,,,,
NA,,extinct,Rodentia,Geomyidae,Thomomys,orientalis,,1.978,95.000,,25,,,,,,
NA,,extinct,Rodentia,Sciuridae,Tamias,aristus,,2.155,143.000,,28,,,,,,
NA,,extinct,Rodentia,Muridae,Microtus,mcnowni,,2.301,200.000,,25,,,,,,
NA,,extinct,Lagomorpha,Leporidae,Sylvilagus,idahoensis,,2.544,350.000,,28,,,,,,
NA,,extinct,Rodentia,Sciuridae,Spermophilus,cooperi,,2.694,494.000,,28,,,,,,
NA,,extinct,Carnivora,Procyonidae,Bassariscus,sonoitensis,,3.000,1000.000,,24,,,,,,
NA,,extinct,Lagomorpha,Leporidae,Sylvilagus,leonensis,,3.176,1500.000,,"24, 25",,,,,,
NA,,extinct,Carnivora,Mustelidae,Martes,nobilis,,3.290,1950.000,#NAME?,28,,,,,,
NA,,extinct,Lagomorpha,Leporidae,Aztlanolagus,agilis,,3.301,2000.000,,23,,,,,,
NA,,extinct,Carnivora,Mustelidae,Brachyprotoma ,obtusata,,3.653,4500.000,,"1, 58",,,,,,
NA,,extinct,Carnivora,Felidae,Felis,amnicola,,3.699,5000.000,,31,,,,,,
NA,,extinct,Artiodactyla,Antilocapridae,Capromeryx,minor,,4.000,10000.000,,"1, 23",,,,,,
NA,,extinct,Artiodactyla,Antilocapridae,Capromeryx,mexicana,,4.176,15000.000,,"24, 25",,,,,,
NA,,extinct,Carnivora,Canidae,Cuon,alpinus,,4.230,17000.000,,"1, 58",,,,,,
NA,,extinct,Xenarthra,Dasypodidae,Dasypus,bellus,,4.653,45000.000,,"1, 58",,,,,,
NA,,extinct,Artiodactyla,Bovidae,Saiga,spp.,,4.699,50000.000,,"1, 58",,,,,,
NA,,extinct,Artiodactyla,Antilocapridae,Stockoceros,conklingi,,4.708,51000.000,,27,,,,,,
NA,,extinct,Artiodactyla,Antilocapridae,Stockoceros,onusrosagris,,4.740,55000.000,,27,,,,,,
NA,,extinct,Artiodactyla,Antilocapridae,Tetrameryx,shuleri,,4.778,60000.000,,"24, 26",,,,,,
NA,,extinct,Rodentia,Hydrochoeridae,Neocherus,oesopi,,4.778,60000.000,,"1, 28",,,,,,
NA,,extinct,Carnivora,Canidae,Canis,dirus,,4.813,65000.000,,"1, 33",,,,,,
NA,,extinct,Rodentia,Hydrochoeridae,Neochoerus,pinckneyi,,4.845,70000.000,,"1, 23, 58",,,,,,
NA,,extinct,Artiodactyla,Bovidae,Oreamnos,harringtoni,,4.875,75000.000,,"23, 28, 58",,,,,,
NA,,extinct,Artiodactyla,Tayassuidae,Mylohyus,nasutus,,4.875,75000.000,,30,,,,,,
NA,,extinct,Artiodactyla,Camelidae,Palaeolama,mirifica,,4.903,80000.000,,"28, 58",,,,,,
NA,,extinct,Carnivora,Felidae,Miracinonyx,trumani,,4.944,88000.000,,31,,,,,,
NA,,extinct,Artiodactyla,Camelidae,Hemiauchenia,macrocephala,,5.041,110000.000,,"26, 29, 58",,,,,,
NA,,extinct,Artiodactyla,Tayassuidae,Platygonus,compressus,,5.041,110000.000,,"30, 58",,,,,,
NA,,extinct,Carnivora,Ursidae,Tremarctos,floridanus,,5.176,150000.000,,"26, 32, 33",,,,,,
NA,,extinct,Rodentia,Castoridae,Castoroides,ohioensis,,5.176,150000.000,,"26, 28, 58",,,,,,
NA,,extinct,Artiodactyla,Cervidae,Sangamona,fugitiva,,5.197,157500.000,,1,,,,,,
NA,,extinct,Carnivora,Felidae,Homotherium,serum,,5.276,189000.000,,35,,,,,,
NA,,extinct,Artiodactyla,Cervidae,Navahoceros,fricki,,5.398,250000.000,,"25, 26, 28, 58",,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,caballus,,5.398,250000.000,,28,,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,hemionus,,5.398,250000.000,,"8, 24",,,,,,
NA,,extinct,Xenarthra,Dasypodidae,Holmesina ,septentrionalis,,5.398,250000.000,,"26, 32, 58",,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,fraternus,,5.413,259000.000,,28,,,,,,
NA,,extinct,Perissodactyla,Tapiridae,Tapirus,veroensis,,5.439,275000.000,,"26, 28",,,,,,
NA,,extinct,Artiodactyla,Bovidae,Bootherium,bombifrons,,5.477,300000.000,,"26, 28",,,,,,
NA,,extinct,Carnivora,Ursidae,Arctodus,pristinus,,5.477,300000.000,,"24, 58",,,,,,
NA,,extinct,Xenarthra,Megatheriidae,Nothrotheriops,shastense,,5.477,300000.000,,"1, 32, 58",,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,conversidens,,5.486,306000.000,,"8, 28",,,,,,
NA,,extinct,Perissodactyla,Tapiridae,Tapirus,copei,,5.501,317000.000,,"28, 58",,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,niobrarensis,,5.524,334000.000,,28,,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,alaskae,,5.571,372000.000,,8,,,,,,
NA,,extinct,Artiodactyla,Bovidae,Symbos,cavifrons,,5.602,400000.000,,"24, 26, 58, ",,,,,,
NA,,extinct,Carnivora,Felidae,Smilodon,fatalis,,5.602,400000.000,,31,,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,complicatus,,5.602,400000.000,,35,,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,giganteus,,5.602,400000.000,,"24, 34",,,,,,
NA,,extinct,Perissodactyla,Tapiridae,Tapirus,californicus,,5.602,400000.000,,"25, 58",,,,,,
NA,,extinct,Carnivora,Felidae,Panthera,leo atrox,,5.637,433200.000,,31,,,,,,
NA,,extinct,Artiodactyla,Bovidae,Euceratherium,collinum,,5.653,450000.000,,"26, 58",,,,,,
NA,,extinct,Artiodactyla,Bovidae,Bos,grunniens,,5.699,500000.000,,"1, 11, 14",,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,scotti,,5.744,555000.000,,"8, 35",,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,occidentalis,,5.759,574000.000,,"8, 28",,,,,,
NA,,extinct,Xenarthra,Megalonychidae,Megalonyx,jeffersonii,,5.778,600000.000,,"28, 58",,,,,,
NA,,extinct,Artiodactyla,Cervidae,Cervalces,scotti,,5.801,632000.000,,"26, 28",,,,,,
NA,,extinct,Perissodactyla,Equidae,Equus,laurentius,,5.812,648000.000,,8,,,,,,
NA,,extinct,Artiodactyla,Camelidae,Camelops,huerfanensis,,5.845,700000.000,,25,,,,,,
NA,,extinct,Carnivora,Ursidae,Arctodus,simus,,5.857,720000.000,,"26, 32, 58",,,,,,
NA,,extinct,Artiodactyla,Cervidae,Alces,latifrons,,5.929,850000.000,,"1, 58",,,,,,
NA,,extinct,Artiodactyla,Bovidae,Bison,latifrons,,5.954,900000.000,,58,,,,,,
NA,,extinct,Artiodactyla,Bovidae,Bison,priscus,,5.954,900000.000,,"24, 58, 112",,,,,,
NA,,extinct,Artiodactyla,Camelidae,Camelops,hesternus,,6.041,1100000.000,,"1, 26, 58",,,,,,
NA,,extinct,Xenarthra,Glyptodontidae,Glyptotherium,floridanum,,6.041,1100000.000,,"23, 32",,,,,,
NA,,extinct,Xenarthra,Glyptodontidae,Glyptotherium,mexicanum,,6.041,1100000.000,,32,,,,,,
NA,,extinct,Xenarthra,Mylodontidae,Glossotherium,harlani,,6.201,1587000.000,,"29, 32, 58",,,,,,
NA,,extinct,Xenarthra,Megatheriidae,Eremotherium,rusconii,,6.544,3500000.000,,"1, 32",,,,,,
NA,,extinct,Proboscidea,Mammutidae,Mammut,americanum,,6.656,4523800.000,,"30, 36",,,,,,
NA,,extinct,Proboscidea,Gomphotheriidae,Cuvieronius,spp.,,6.699,5000000.000,,11,,,,,,
NA,,extinct,Proboscidea,Elephantidae,Mammuthus,primigenius,,6.740,5500000.000,,"36, 37, 38, 58, 112",,,,,,
NA,,extinct,Proboscidea,Elephantidae,Mammuthus,columbi,,6.903,8000000.000,,"36, 37, 58, 112",,,,,,
NA,,extinct,Proboscidea,Elephantidae,Mammuthus,imperator,,7.000,10000000.000,,36,,,,,,
SA,,extinct,Artiodactyla,Camelidae,Eulamaops,parallelus,,5.176,150000.000,,"11, 39",,,,,,
SA,,extinct,Artiodactyla,Camelidae,Hemiauchenia,paradoxa,,6.000,1000000.000,,"1, 39",,,,,,
SA,,extinct,Artiodactyla,Camelidae,Palaeolama,spp.,,6.000,1000000.000,,40,,,,,,
SA,,extinct,Artiodactyla,Cervidae,Agalmaceros,spp.,,4.778,60000.000,,"11, 41",,,,,,
SA,,extinct,Artiodactyla,Cervidae,Charitoceros,spp.,,4.778,60000.000,,"11, 41",,,,,,
SA,,extinct,Artiodactyla,Cervidae,Morenelaphus,axpeitianus,,4.699,50000.000,,"11, 39",,,,,,
SA,,extinct,Artiodactyla,Cervidae,Morenelaphus,lujanensis,,4.699,50000.000,,39,,,,,,
SA,,extinct,Artiodactyla,Cervidae,Paraceros,spp.,,5.477,300000.000,,"11, 41",,,,,,
SA,,extinct,Artiodactyla,Tayassuidae,Platygonus,spp.,,4.699,50000.000,,11,,,,,,
SA,,extinct,Carnivora,Canidae,Canis,nehringi,,4.477,30000.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Canidae,Canis,dirus,,4.699,50000.000,,"26, 28, 58",,,,,,
SA,,extinct,Carnivora,Canidae,Dusicyon,avus,,4.114,13000.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Canidae,Protocyon,troglodytes,,4.204,16000.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Canidae,Protocyon,orcesi,,4.398,25000.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Canidae,Pseudalopex,peruanus,,3.808,6430.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Canidae,Speothos,pacivorus,,3.954,9000.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Canidae,Theriodictis,platensis,,4.431,27000.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Canidae,Theriodictis,tarijensis,,4.431,27000.000,,"33, 42",,,,,,
SA,,extinct,Carnivora,Felidae,Panthera,leo atrox,,5.637,433200.000,,31,,,,,,
SA,,extinct,Carnivora,Felidae,Smilodon,fatalis,,5.637,433200.000,,"31, 43",,,,,,
SA,,extinct,Carnivora,Felidae,Smilodon,populator,,5.645,442000.000,,32,,,,,,
SA,,extinct,Carnivora,Ursidae,Arctodus,bonariensis,,5.778,600000.000,,"39, 40",,,,,,
SA,,extinct,Litopterna,Macraucheniidae,Macrauchenia,patachonica,,5.995,988000.000,,"1, 39, 43",,,,,,
SA,,extinct,Litopterna,Macraucheniidae,Windhausenia,spp.,,5.845,700000.000,,11,,,,,,
SA,,extinct,Notoungulata,Toxodontidae,Mixotoxodon,spp.,,6.000,1000000.000,,"1, 11",,,,,,
SA,,extinct,Notoungulata,Toxodontidae,Toxodon,paradoxus,,6.000,1000000.000,,39,,,,,,
SA,,extinct,Notoungulata,Toxodontidae,Toxodon,bilobidens,,6.041,1100000.000,,40,,,,,,
SA,,extinct,Notoungulata,Toxodontidae,Toxodon,burmeisteri,,6.041,1100000.000,,39,,,,,,
SA,,extinct,Notoungulata,Toxodontidae,Toxodon,platensis,,6.215,1642000.000,,"39, 43",,,,,,
SA,,extinct,Perissodactyla,Equidae,Equus,andium,,5.342,220000.000,,"8, 44",,,,,,
SA,,extinct,Perissodactyla,Equidae,Equus,lasallei,,5.544,350000.000,,44,,,,,,
SA,,extinct,Perissodactyla,Equidae,Equus,santaeelenae,,5.544,350000.000,,8,,,,,,
SA,,extinct,Perissodactyla,Equidae,Equus,insulatus,,5.545,351000.000,,"8, 45",,,,,,
SA,,extinct,Perissodactyla,Equidae,Equus,neogeus,,5.577,378000.000,,"11, 39, 44",,,,,,
SA,,extinct,Perissodactyla,Equidae,Hippidion,saldiasi,,5.423,265000.000,,8,,,,,,
SA,,extinct,Perissodactyla,Equidae,Hippidion,principale,,5.708,511000.000,,"35, 43",,,,,,
SA,,extinct,Perissodactyla,Equidae,Onohippidium,spp.,,5.492,310700.000,,35,,,,,,
SA,,extinct,Primates,Cebidae,Caipora,bambuiorum,,4.312,20500.000,,46,,,,,,
SA,,extinct,Proboscidea,Gomphotheriidae,Cuvieronius,spp.,,6.699,5000000.000,,"11, 47",,,,,,
SA,,extinct,Proboscidea,Gomphotheriidae,Haplomastodon,chimborazi,,6.778,6000000.000,,"11, 48",,,,,,
SA,,extinct,Proboscidea,Gomphotheriidae,Notiomastodon,spp.,,6.792,6193000.000,,"11, 26, 41",,,,,,
SA,,extinct,Proboscidea,Gomphotheriidae,Stegomastodon,superbus,,6.880,7580000.000,,"39, 43",,,,,,
SA,,extinct,Rodentia,Hydrochoeridae,Neochoerus,sulcidens,,5.176,150000.000,,39,,,,,,
SA,"Brazil, Minas Gerais, Pleistocene cave deposits near Lagoa Santa",extinct,Rodentia,Muridae,Juscelinomys,talpinus,,-999.000,-999.000,only known from Pleistocene cave deposits near Lagoa Santa,-999,VU,,,,,
SA,,extinct,Rodentia,Octodontidae,Dicolpomys,spp.,,2.158,144.000,,"41, 49",,,,,,
SA,,extinct,Xenarthra,Dasypodidae,Eutatus,spp.,,5.160,144400.000,,"41, 50",,,,,,
SA,,extinct,Xenarthra,Dasypodidae,Holmesina ,paulacoutoi,,5.097,125000.000,,51,,,,,,
SA,,extinct,Xenarthra,Dasypodidae,Holmesina ,occidentalis,,5.301,200000.000,,51,,,,,,
SA,,extinct,Xenarthra,Dasypodidae,Pampatherium,humboldtii,,5.176,150000.000,,51,,,,,,
SA,,extinct,Xenarthra,Dasypodidae,Pampatherium,typum,,5.301,200000.000,,"11, 39",,,,,,
SA,,extinct,Xenarthra,Dasypodidae,Propraopus,grandis,,4.672,47000.000,,"11, 52",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Chlamydotherium,spp.,,5.243,175000.000,,41,,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Doedicurus,clavicaudatus,,6.167,1468000.000,,"39, 43",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Glyptodon,reticulatus,,5.936,862000.000,,"39, 43",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Glyptodon,clavipes,,6.301,2000000.000,,"1, 39",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Hoplophorus,spp.,,5.447,280000.000,,"11, 41",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Lomaphorus,spp.,,5.398,250000.000,,"11, 41",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Neosclerocalyptus,spp.,,5.301,200000.000,,"41, 49",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Neothoracophorus,elevatus,,5.903,800000.000,,39,,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Neothoracophorus,depressus,,6.041,1100000.000,,"11, 39",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Panochthus,tuberculatus,,6.026,1061000.000,,"39, 43",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Plaxhaplous,canaliculatus,,6.114,1300000.000,,"11, 49",,,,,,
SA,,extinct,Xenarthra,Glyptodontidae,Sclerocalyptus,ornatus,,5.447,280000.000,,"41, 53",,,,,,
SA,,extinct,Xenarthra,Megalonychidae,Nothropus,spp.,,5.000,100000.000,,"11, 41",,,,,,
SA,,extinct,Xenarthra,Megalonychidae,Nothrotherium,spp.,,5.176,150000.000,,1,,,,,,
SA,,extinct,Xenarthra,Megalonychidae,Ocnopus,spp.,,5.477,300000.000,,"11, 41",,,,,,
SA,,extinct,Xenarthra,Megalonychidae,Valgipes,spp.,,5.301,200000.000,,"41, 50",,,,,,
SA,,extinct,Xenarthra,Megatheriidae,Eremotherium,laurillardi,,5.903,800000.000,,54,,,,,,
SA,,extinct,Xenarthra,Megatheriidae,Eremotherium,rusconii,,6.544,3500000.000,,"23, 32, 58",,,,,,
SA,,extinct,Xenarthra,Megatheriidae,Megatherium,americanum,,6.797,6265000.000,,"39. 43, 55",,,,,,
SA,,extinct,Xenarthra,Megatheriidae,Paramegatherium,spp.,,6.544,3500000.000,,40,,,,,,
SA,,extinct,Xenarthra,Mylodontidae,Glossotherium,myloides,,6.079,1200000.000,,39,,,,,,
SA,,extinct,Xenarthra,Mylodontidae,Glossotherium,robustum,,6.234,1713000.000,,"39, 43, 55",,,,,,
SA,,extinct,Xenarthra,Mylodontidae,Lestodon,armatus,,6.531,3397000.000,,"43, 55",,,,,,
SA,,extinct,Xenarthra,Mylodontidae,Mylodon,listai,,6.000,1000000.000,,40,,,,,,
SA,,extinct,Xenarthra,Mylodontidae,Scelidodon,spp.,,6.000,1000000.000,,11,,,,,,
SA,,extinct,Xenarthra,Mylodontidae,Scelidotherium,leptocephalum,,6.049,1119000.000,,"39, 43, 55",,,,,,
AF,,extant,Artiodactyla,Bovidae,Addax,nasomaculatus,,4.845,70000.316,hunting,60,CR,,,,,
AF,,extant,Artiodactyla,Bovidae,Aepyceros,melampus,,4.720,52500.084,"hunting, habitat loss, hybridization","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Alcelaphus,buselaphus,,5.233,171001.532,"hunting, habitat loss, drought, pathogens/parasites","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Ammodorcas,clarkei,,4.448,28049.815,"hunting, civil war",60,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Ammotragus,lervia,,4.681,48000.000,"hunting, habitat loss",75,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Antidorcas,marsupialis,,4.498,31500.000,"drought, pathogens/parasites",236,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Bos,taurus,,5.954,900000.000,Added in by KJ and ME,-999,,,,,,
AF,,extant,Artiodactyla,Bovidae,Capra,nubiana,,4.898,78999.681,"hunting, habitat loss, pollution, tourism, changes in competitors",70,EN,,,,,
AF,,extant,Artiodactyla,Bovidae,Capra,walie,,5.000,100000.000,"hunting, habitat loss, restricted range",-999,CR,,,,,
AF,,extant,Artiodactyla,Bovidae,Capra,ibex,,5.004,100999.681,,65,,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,monticola,,3.796,6250.000,,60,,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,adersi,,3.966,9249.963,"hunting, habitat loss","63, 70",EN,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,maxwellii,,4.079,11999.966,hunting,"63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,natalensis,,4.079,11999.966,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,rufilatus,,4.079,11999.966,hunting,"63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,leucogaster,,4.104,12699.891,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,nigrifrons,,4.143,13899.846,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,harveyi,,4.161,14500.067,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,rubidus,,4.176,14999.957,,60,,,,,,
AF,Zaire,extant,Artiodactyla,Bovidae,Cephalophus,weynsi,,4.230,17000.000,"hunting, habitat loss",164,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,zebra,,4.243,17500.079,"hunting, habitat loss",65,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,callipygus,,4.261,18249.879,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,dorsalis,,4.301,20000.000,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,ogilbyi,,4.301,20000.000,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,niger,,4.310,20399.992,hunting,60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,spadix,,4.748,56000.254,"hunting, habitat loss, restricted range","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,jentinki,,4.845,70000.316,"hunting, habitat loss",65,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Cephalophus,silvicultor,,4.860,72500.333,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Connochaetes,gnou,,5.255,179998.962,"habitat loss, drought",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Connochaetes,taurinus,,5.255,179998.962,"hunting, habitat loss, parasites/pathogens","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Damaliscus,hunteri,,4.903,80000.002,"hunting, habitat loss, drought, pathogens/parasites","63, 70",CR,,,,,
AF,,extant,Artiodactyla,Bovidae,Damaliscus,pygargus,,5.009,102000.000,changes in native spp. Dynamics,75,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Damaliscus,lunatus,,5.134,136000.342,"hunting, habitat loss, drought, changes in competitors, parasites/pathogens","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Dorcatragus,megalotis,,4.011,10249.909,habitat loss,65,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,spekei,,4.301,20000.000,habitat loss,65,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,thomsonii,,4.312,20499.818,hunting,"63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,leptoceros,,4.346,22200.000,"hunting, low densities",75,EN,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,gazella,,4.352,22499.870,"hunting, habitat loss, invasive hybridizers",65,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,dorcas,,4.362,23000.115,"hunting, habitat loss",65,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,cuvieri,,4.398,25000.000,"hunting, habitat loss",-999,EN,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,rufifrons,,4.431,26999.766,"hunting, habitat loss",60,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,soemmerringii,,4.602,40000.001,"hunting, habitat loss","63, 70",VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,granti,,4.740,54999.659,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Gazella,dama,,4.863,72999.519,"hunting, habitat loss",60,EN,,,,,
AF,,extant,Artiodactyla,Bovidae,Hippotragus,niger,,5.357,227499.266,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Hippotragus,equinus,,5.431,269997.660,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Kobus,vardonii,,4.854,71500.652,"hunting, low densities","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Kobus,kob,,4.895,78500.062,"hunting, civil war","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Kobus,megaceros,,4.942,87500.392,"hunting, habitat loss, civil war",65,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Kobus,leche,,5.044,110749.048,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,,5.322,210000.341,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Litocranius,walleri,,4.580,37999.685,"hunting, habitat loss","63, 70",LR,,,,,
AF,Somalia,extant,Artiodactyla,Bovidae,Madoqua,piacentinii,,3.398,2500.000,"hunting, habitat loss",70,VU,,,,,
AF,,extant,Artiodactyla,Bovidae,Madoqua,saltiana,,3.512,3249.975,,65,,,,,,
AF,,extant,Artiodactyla,Bovidae,Madoqua,kirkii,,3.724,5300.050,,"63, 70",,,,,,
AF,,extant,Artiodactyla,Bovidae,Madoqua,guentheri,,3.875,7499.978,,"63, 70",,,,,,
AF,,extant,Artiodactyla,Bovidae,Neotragus,batesi,,3.477,2999.991,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Neotragus,pygmaeus,,3.602,4000.000,"hunting, habitat loss",60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Neotragus,moschatus,,3.813,6499.950,habitat loss,"63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Oreotragus,oreotragus,,4.114,12999.900,"hunting, changes in native competitors","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Oryx,gazella,,5.228,169001.282,"hunting, habitat loss, invasive competitors","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Oryx,dammah,,5.301,200000.002,"hunting, habitat loss",60,EW,,,,,
AF,,extant,Artiodactyla,Bovidae,Ourebia,ourebi,,4.237,17250.036,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Pelea,capreolus,,4.301,20000.000,hunting,60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Raphicerus,sharpei,,3.978,9499.921,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Raphicerus,melanotis,,4.011,10249.909,restricted range,60,LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Raphicerus,campestris,,4.021,10500.017,,"63, 70",,,,,,
AF,,extant,Artiodactyla,Bovidae,Redunca,fulvorufula,,4.470,29499.863,"restricted range, unknown","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Redunca,redunca,,4.644,44050.415,"hunting, habitat loss","63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Redunca,arundinum,,4.763,58000.268,habitat loss,"63, 70",LR,,,,,
AF,,extant,Artiodactyla,Bovidae,Sigmoceros,lichtensteinii,,5.234,171498.371,"hunting, habitat loss",60,LR,,,,,
