genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Butselia,biveri,33.900,28.400,3,0,NaN
Buxella,sp.,48.600,40.400,1,1,0.0909
Buxobune,daubreei,48.600,40.400,1,1,0.1905
Buxobune,sp.,48.600,40.400,1,0,NaN
Buxolestes,sp.,55.800,48.600,1,0,NaN
Buxolestes,"sp. 1",55.800,37.200,1,1,0.1111
Byzantinia,sp.,9.700,8.700,1,0,NaN
Caenomeryx,filholi,33.900,28.400,1,1,0.3478
Caenomeryx,procommunis,33.900,28.400,2,2,0.3612
Caenopithecus,lemuroides,48.600,37.200,4,0,NaN
Cainotherium,bavaricum,20.000,13.650,5,1,0.0080
Cainotherium,huerzeleri,15.970,12.750,3,0,NaN
Cainotherium,laticurvatum,33.900,28.400,1,0,NaN
Cainotherium,lintillae,20.430,15.970,2,0,NaN
Cainotherium,miocaenicum,20.000,15.970,2,1,0.0476
Cainotherium,miocenicum,16.900,13.650,4,1,0.0645
Cainotherium,miocoenicum,15.970,11.608,1,0,NaN
Cainotherium,sp.,37.200,13.650,10,0,NaN
Callophoca,obscura,5.332,3.600,1,0,NaN
Calomyscus,delicatus,11.608,5.332,1,1,0.1111
Calomyscus,minor,7.246,5.332,2,1,0.0079
Camelopardalis,parva,12.700,7.246,2,0,NaN
Camelopardalis,sp.,11.608,7.246,2,0,NaN
Camelus,alutensis,4.200,2.588,1,0,NaN
Camelus,bessarabensis,3.200,2.588,2,1,0.0028
Camelus,kujalnensis,5.332,2.588,1,0,NaN
Camelus,sp.,3.600,2.588,5,0,NaN
Canis,apolloniensis,2.588,0.781,1,1,0.3125
Canis,arnensis,3.200,0.781,11,1,0.0005
Canis,cipio,8.700,5.332,1,0,NaN
Canis,etruscus,3.200,0.126,34,7,0.0410
Canis,falconeri,5.332,1.806,11,1,0.0370
Canis,familiaris,0.012,0.000,2,1,0.0435
Canis,kronstadtensis,0.781,0.126,1,1,0.0073
Canis,lupus,3.200,0.000,57,5,0.0321
Canis,lycaonoides,2.588,0.781,1,0,NaN
Canis,mosbachensis,3.200,0.126,13,3,0.0032
Canis,odessanus,4.200,3.200,3,0,NaN
Canis,senezensis,5.332,2.588,2,2,0.1622
Canis,sp.,4.900,0.126,39,8,0.0323
Canis,spelaeus,0.781,0.126,1,1,0.0087
Cantalera,abadi,136.400,125.450,1,1,0.3333
Cantius,eppsi,58.700,48.600,1,0,NaN
Cantius,sp.,55.800,48.600,1,0,NaN
Capra,aegagrus,0.126,0.012,1,0,NaN
Capra,alba,2.588,0.012,1,0,NaN
Capra,hircus,0.012,0.000,2,1,0.0870
Capra,ibex,0.781,0.012,9,5,0.3641
Capra,sp.,2.588,0.126,8,0,NaN
Capreolus,capreolus,2.588,0.000,37,1,0.1304
Capreolus,cusanus,5.332,3.600,2,0,NaN
Capreolus,major,0.781,0.126,1,1,0.0027
Capreolus,mathersoni,5.332,3.600,1,0,NaN
Capreolus,sp.,3.200,0.126,18,6,0.0153
Capreolus,suessenbornensis,2.588,0.126,11,2,0.0141
Capreolus,sussenbornensis,2.588,0.781,1,0,NaN
Carposorex,sp.,20.000,16.900,1,0,NaN
Castillomys,crusafont,23.030,5.332,1,0,NaN
Castillomys,crusafonti,7.246,0.126,41,11,0.1116
Castillomys,plinensis,2.588,0.012,1,0,NaN
Castillomys,rivas,2.588,0.012,1,0,NaN
Castillomys,sp.,7.246,4.900,1,0,NaN
Castor,europaeus,0.781,0.126,2,0,NaN
Castor,fiber,11.608,0.000,47,9,0.0294
Castor,issiodorensis,3.200,2.588,1,1,0.0254
Castor,lupus,0.012,0.000,1,0,NaN
Castor,sp.,8.700,0.126,16,2,0.0458
Castromys,inflatus,7.750,7.246,1,0,NaN
Castromys,littoralis,7.750,7.246,1,0,NaN
Catodontherium,argentonicum,48.600,40.400,2,0,NaN
Catodontherium,buxgovianum,40.400,37.200,5,0,NaN
Catodontherium,fallax,48.600,37.200,3,0,NaN
Catodontherium,paquieri,40.400,37.200,1,0,NaN
Catodontherium,robiacense,40.400,37.200,3,1,0.0021
Catodontherium,sp.,48.600,33.900,2,0,NaN
Cavia,porcellus,0.012,0.000,1,0,NaN
Caviziphius,altirostris,15.970,5.332,1,1,1.0000
Caviziphius,sp.,20.430,13.650,1,1,0.5000
Cebochoerus,campichii,40.400,37.200,5,2,0.0125
Cebochoerus,helveticus,40.400,33.900,4,1,0.0186
Cebochoerus,lacustris,37.200,33.900,2,0,NaN
Cebochoerus,minor,37.200,33.900,2,0,NaN
Cebochoerus,robiacensis,40.400,37.200,1,0,NaN
Cebochoerus,ruetimeyeri,48.600,37.200,4,1,0.4000
Cebochoerus,sp.,37.200,33.900,1,1,0.0909
Ceciliolemur,delasaucei,48.600,40.400,1,0,NaN
Cecilionycteris,prisca,48.600,40.400,1,0,NaN
Cephalogale,sp.,33.900,20.000,2,0,NaN
Cephalotropis,coronatus,11.608,7.246,1,0,NaN
Cercamonius,brachyrhynchus,37.200,33.900,1,0,NaN
Cernaysia,manueli,58.700,55.800,1,0,NaN
Cervalces,gallicus,5.332,0.012,1,0,NaN
Cervalces,latifrons,2.588,0.126,16,0,NaN
Cervavitus,sp.,8.700,7.750,1,0,NaN
Cervavitus,taracliensis,11.608,7.246,1,0,NaN
Cervodama,pontoborealis,3.200,2.588,2,0,NaN
Cervus,acoronatus,2.588,0.126,4,2,0.1283
Cervus,ardei,5.332,2.588,1,0,NaN
Cervus,australis,5.332,3.200,1,0,NaN
Cervus,belgrandi,0.781,0.126,1,0,NaN
Cervus,bovides,2.588,0.781,1,0,NaN
Cervus,bucklandi,0.126,0.012,1,0,NaN
Cervus,capreulus,2.588,0.012,1,0,NaN
Cervus,cornaliai,2.588,0.126,4,0,NaN
Cervus,cusanus,3.200,2.588,3,0,NaN
Cervus,dicranios,2.588,0.781,1,1,0.1148
Cervus,dicranius,3.200,2.588,1,1,0.0056
Cervus,dicranocerus,2.588,1.806,1,0,NaN
Cervus,dorothoensis,2.588,0.012,1,0,NaN
Cervus,elaphas,0.781,0.126,1,1,0.0679
Cervus,elaphoides,2.588,0.781,5,0,NaN
Cervus,elaphus,3.600,0.000,58,13,0.0600
Cervus,elephas,2.588,0.012,37,7,0.0507
Cervus,elsanus,5.332,3.200,1,0,NaN
Cervus,etueriarum,2.588,0.781,1,0,NaN
Cervus,fitchii,2.588,0.012,1,0,NaN
Cervus,furcatus,5.332,3.600,1,0,NaN
Cervus,gunnii,0.781,0.126,1,0,NaN
Cervus,ischnoceros,2.588,0.781,1,0,NaN
Cervus,major,2.588,0.012,1,0,NaN
Cervus,matheroni,5.332,2.588,1,0,NaN
Cervus,nestii,2.588,0.781,3,1,0.2350
Cervus,pardinensis,4.200,0.781,11,0,NaN
Cervus,perolensis,5.332,0.012,1,0,NaN
Cervus,perrieri,4.200,2.588,8,0,NaN
Cervus,philisi,2.588,2.588,22,5,0.0720
Cervus,phlisi,5.332,0.012,1,0,NaN
Cervus,polignacus,0.781,0.126,1,0,NaN
Cervus,pyrenaicus,8.700,2.588,2,0,NaN
Cervus,ramosus,2.588,0.781,1,1,0.0328
Cervus,reichenaui,0.781,0.126,1,0,NaN
Cervus,rethymnensis,2.588,0.012,1,0,NaN
Cervus,rhenanus,5.332,2.588,2,0,NaN
Cervus,sedgwickii,0.781,0.126,2,0,NaN
Cervus,senezensis,2.588,0.781,1,1,0.0109
Cervus,simplicidens,0.126,0.012,1,0,NaN
Cervus,solilhacus,0.781,0.126,1,0,NaN
Cervus,somonensis,0.781,0.126,1,0,NaN
Cervus,sp.,11.608,0.012,56,8,0.1193
Cervus,verticornis,0.781,0.126,3,0,NaN
Cervus,warthae,4.200,3.200,3,0,NaN
Cetorhynchus,atavus,11.608,7.246,1,0,NaN
Cetorhynchus,christoli,23.030,5.332,1,1,1.0000
Cetotheriophanes,capellinii,5.332,2.588,1,0,NaN
Cetotheriophanes,sp.,13.650,11.608,1,0,NaN
Cetotheriopsis,calaritanus,15.970,11.608,1,0,NaN
Cetotheriopsis,latus,11.608,7.246,1,0,NaN
Cetotheriopsis,lintianus,28.400,23.030,2,1,0.5000
Cetotheriopsis,lovisati,15.970,11.608,1,0,NaN
Cetotheriopsis,sp.,20.430,5.332,1,0,NaN
Cetotherium,klinderi,11.608,7.246,1,0,NaN
Cetotherium,mayeri,12.700,11.608,3,0,NaN
Cetotherium,priscum,12.700,7.246,5,0,NaN
Cetotherium,pusillum,13.650,11.608,1,0,NaN
Cetotherium,rathkei,13.650,7.246,2,1,1.0000
Cetotherium,riabinini,11.608,7.246,1,1,1.0000
Cetotherium,sp.,20.430,11.608,10,3,1.0000
Chainodus,eggingensis,23.030,20.430,2,0,NaN
Chainodus,intercedens,20.000,13.650,6,1,0.0988
Chainodus,sp.,22.400,9.700,3,1,0.0249
Chainodus,sulcatus,22.400,20.000,1,0,NaN
Chainodus,ulmensis,22.400,20.000,1,0,NaN
Chalicomys,jaegeri,13.650,7.750,9,3,0.1203
Chalicotherium,goldfussi,11.608,7.246,2,0,NaN
Chalicotherium,grandae,13.650,12.750,1,0,NaN
Chalicotherium,grande,15.970,8.700,10,0,NaN
Chalicotherium,sp.,15.970,13.650,3,0,NaN
Champsodelphis,sp.,20.430,7.246,19,1,0.3000
Chasmaporthetes,lunensis,4.200,1.806,12,4,0.1088
Chasmaporthetes,sp.,5.332,0.012,1,0,NaN
Chilotherium,schlosseri,8.700,7.246,2,0,NaN
Chilotherium,sp.,13.650,3.200,3,0,NaN
Chionomys,nivalis,0.126,0.012,1,0,NaN
Chiromyoides,campanicus,58.700,55.800,2,0,NaN
Choerolophodon,pentelici,8.700,7.750,1,0,NaN
Choeropotamus,depereti,37.200,33.900,3,2,0.0283
Choeropotamus,lautricensis,40.400,37.200,2,0,NaN
Choeropotamus,parisiensis,37.200,33.900,7,0,NaN
Choeropotamus,sp.,40.400,37.200,1,0,NaN
Choeropotamus,sudrei,37.200,33.900,5,1,0.0182
Choneziphius,leidyi,20.430,13.650,1,1,0.3333
Choneziphius,planirostris,15.970,1.806,12,2,0.4472
Choneziphius,sp.,11.608,3.600,1,0,NaN
Chunnelodon,alopekodes,145.500,140.200,1,0,NaN
Circamustela,dechaseauxi,11.608,8.700,1,1,0.0004
Clapasorex,alvarezae,20.000,11.608,2,0,NaN
Clethrionomys,acrorhiza,0.781,0.126,1,0,NaN
Clethrionomys,glareolus,2.588,0.000,51,13,0.0136
Clethrionomys,hintoni,2.588,0.781,1,0,NaN
Clethrionomys,kretzoii,2.588,0.781,2,1,0.0833
Clethrionomys,nageri,0.781,0.126,5,0,NaN
Clethrionomys,rufocanoides,2.588,0.781,1,0,NaN
Clethrionomys,rufocanus,0.781,0.126,4,0,NaN
Clethrionomys,sebaldi,3.200,0.781,3,0,NaN
Clethrionomys,solus,3.200,2.588,1,1,0.0008
Clethrionomys,sp.,4.200,0.012,30,6,0.0180
Coelodonta,antiquitatis,2.588,0.012,14,1,0.0185
Coelodonta,sp.,2.588,0.012,2,0,NaN
Coelodonta,tologoijensis,2.588,0.781,1,0,NaN
Cokia,robusta,4.900,3.200,2,0,NaN
Collimys,primus,8.700,7.750,1,0,NaN
Columbomys,sp.,28.400,23.030,1,0,NaN
Conohyus,huenermanni,11.608,5.332,1,0,NaN
Conohyus,simorrensis,13.650,11.100,10,0,NaN
Copemys,sp.,4.200,3.200,1,0,NaN
Cordylodon,haslachensis,23.030,20.430,1,0,NaN
Coryphodon,eocaenicus,55.800,48.600,1,1,0.0312
Cricetinus,europaeus,5.332,2.588,1,0,NaN
Cricetinus,koufosi,2.588,0.781,2,0,NaN
Cricetinus,sp.,3.200,2.588,1,0,NaN
Cricetinus,varians,5.332,2.588,1,1,0.0057
Cricetodon,affine,15.970,7.246,2,0,NaN
Cricetodon,aguirrei,23.030,5.332,1,0,NaN
Cricetodon,albanensis,12.750,11.100,1,0,NaN
Cricetodon,aliveriensis,16.900,15.970,1,0,NaN
Cricetodon,aureus,15.970,12.750,6,0,NaN
Cricetodon,bourgeoisi,16.900,15.970,1,0,NaN
Cricetodon,caucasicus,13.650,12.750,2,0,NaN
Cricetodon,gaillardi,15.970,11.608,1,0,NaN
Cricetodon,helveticum,12.700,11.608,1,0,NaN
Cricetodon,helveticus,15.970,11.608,1,0,NaN
Cricetodon,hungaricus,13.650,12.750,1,0,NaN
Cricetodon,infralactorensis,16.900,15.970,1,0,NaN
Cricetodon,jotae,15.970,12.750,8,0,NaN
Cricetodon,jumaensis,12.750,11.100,4,0,NaN
Cricetodon,meini,15.0,12.750,15,2,0.2474
Cricetodon,"n.sp. 3",15.970,13.650,1,0,NaN
Cricetodon,quadratum,16.900,15.970,1,0,NaN
Cricetodon,sansaniensis,13.650,11.100,10,0,NaN
Cricetodon,sp.,13.650,11.100,9,0,NaN
Cricetulodon,bugesiensis,9.700,8.700,1,0,NaN
Cricetulodon,hartenbergeri,11.608,8.700,3,0,NaN
Cricetulodon,lucentensis,7.750,7.246,3,0,NaN
Cricetulodon,sabadellensis,11.100,9.700,1,0,NaN
Cricetulus,barabensis,0.781,0.126,1,0,NaN
Cricetulus,grizai,4.200,2.588,1,0,NaN
Cricetulus,migratorius,4.200,0.012,6,0,NaN
Cricetulus,simionescui,4.200,2.588,1,0,NaN
Cricetulus,sp.,5.332,0.126,9,2,0.0204
Cricetus,barrieri,5.332,3.200,1,0,NaN
Cricetus,bursae,0.781,0.126,1,0,NaN
Cricetus,cricetus,2.588,0.012,52,11,0.0483
Cricetus,kormosi,7.246,5.332,6,3,0.0199
Cricetus,lophidens,7.246,4.900,1,0,NaN
Cricetus,major,0.781,0.126,3,0,NaN
Cricetus,praeglacialis,2.588,0.126,10,8,0.3598
Cricetus,runtonensis,3.200,1.806,4,2,0.0031
Cricetus,sp.,2.588,0.126,6,3,0.0270
Cricetus,"sp. 1",4.900,4.200,1,0,NaN
Cricetus,"sp. 2",4.900,4.200,1,0,NaN
Cricetus,"sp. 3",3.200,2.588,1,0,NaN
Cricetus,"sp. A",8.700,5.332,4,2,0.1589
Criotherium,argaloides,11.608,7.246,1,0,NaN
Criotherium,sp.,8.700,5.332,1,0,NaN
Crivadiatherium,iliescui,33.900,28.400,1,0,NaN
Crivadiatherium,mackennai,33.900,28.400,1,1,1.0000
Crocidosorex,antiquus,22.400,20.000,1,0,NaN
Crocidosorex,sp.,22.400,20.000,1,0,NaN
Crocidosorex,thauensis,28.400,23.030,2,0,NaN
Crocidura,aranea,0.012,0.000,1,0,NaN
Crocidura,esui,2.588,0.012,1,0,NaN
Crocidura,kornfeldi,3.200,0.126,14,7,0.0239
Crocidura,leucodon,0.781,0.012,6,3,0.0300
Crocidura,obtusa,2.588,0.126,6,4,0.0098
Crocidura,russula,0.781,0.012,7,1,0.1000
Crocidura,sp.,2.588,0.126,27,4,0.0058
Crocidura,suaveolens,2.588,0.012,8,3,0.0087
Crocidura,zorzii,2.588,0.126,7,0,NaN
Crocuta,brunea,0.781,0.126,1,0,NaN
Crocuta,crocuta,2.588,0.12,31,5,0.0578
Crocuta,eximia,5.332,2.588,1,0,NaN
Crocuta,perrieri,2.588,0.781,3,1,0.0328
Crocuta,sp.,2.588,0.126,4,0,NaN
Crocuta,spelaea,2.588,0.012,5,2,0.0335
Croizetoceros,ramosus,4.900,1.806,26,3,0.4338
Crusafontia,amoae,136.400,125.450,2,2,1.0000
Crusafontia,cuencana,130.000,125.450,3,3,0.4481
Crusafontina,endemica,11.100,8.700,6,0,NaN
Crusafontina,kormosi,8.700,7.750,3,0,NaN
Crusafontina,sp.,11.100,9.700,2,1,0.0166
Crusafontina,vandeweerdi,8.700,5.332,1,0,NaN
Cryptophoca,maeotica,15.970,7.246,12,0,NaN
Cryptopithecus,sp.,37.200,33.900,3,0,NaN
Ctenacodon,minor,145.500,140.200,1,0,NaN
Cuisitherium,lydekkeri,55.800,48.600,1,0,NaN
Cuon,alpinus,0.781,0.126,1,0,NaN
Cuon,priscus,0.781,0.126,3,0,NaN
Cuon,stehlini,0.781,0.126,4,0,NaN
Cynelos,helbingi,20.000,15.970,6,1,0.2222
Cynelos,schlosseri,20.000,15.970,3,1,0.1111
Cynodictis,lacustris,37.200,33.900,4,0,NaN
Cynodictis,palmidens,33.900,28.400,1,0,NaN
Cynodictis,sp.,37.200,28.400,3,0,NaN
Cynodictis,sp.1,37.200,33.900,1,0,NaN
Cynodictis,sp.2,37.200,33.900,1,0,NaN
Cynohyaenodon,magnus,40.400,37.200,1,1,0.0062
Cynohyaenodon,sp.,37.200,33.900,2,0,NaN
Cynotherium,sardous,0.781,0.012,4,1,0.6667
Cynotherium,sp.,0.781,0.012,6,0,NaN
Cyrnaonyx,antiqua,0.781,0.012,2,0,NaN
Cyrnaonyx,sp.,0.781,0.126,1,0,NaN
Cyrtlatherium,canei,167.700,164.700,1,1,0.0141
Dacrytherium,elegans,48.600,37.200,10,2,0.0046
Dacrytherium,ovinum,37.200,28.400,9,2,0.1087
Dacrytherium,priscum,40.400,37.200,3,0,NaN
Dacrytherium,saturninii,37.200,33.900,4,2,0.1551
Dacrytherium,sp.,40.400,33.900,2,0,NaN
Dalpiazina,ombonii,23.030,15.970,2,1,0.5000
Dama,carburangelensis,2.588,0.012,1,0,NaN
Dama,clactoniana,0.781,0.126,3,0,NaN
Dama,dama,2.588,0.012,27,8,0.0943
Dama,nesti,3.200,2.588,1,0,NaN
Dama,nestii,5.332,0.126,12,0,NaN
Dama,somonensis,0.781,0.126,4,0,NaN
Dama,sp.,2.588,0.126,16,9,0.0499
Darbonetus,aubrelongensis,33.900,28.400,1,1,0.1200
Darbonetus,tuberi,28.400,23.030,1,0,NaN
Darwinius,masillae,48.600,40.400,1,1,1.0000
Decennatherium,pachecoi,11.608,8.700,1,1,0.0632
Deinogalerix,brevirostris,11.608,5.332,2,1,0.0833
Deinogalerix,freudenthali,11.608,5.332,2,0,NaN
Deinogalerix,intermedius,11.608,5.332,34,1,0.1154
Deinogalerix,koenigswaldi,11.608,5.332,3,2,0.2887
Deinogalerix,minor,11.608,5.332,12,1,0.1154
Deinotherium,giganteum,11.608,3.600,16,1,0.0004
Deinotherium,gigantissimum,13.650,7.246,2,0,NaN
Deinotherium,gigantium,11.608,3.600,2,0,NaN
Deinotherium,laevius,13.650,11.100,2,0,NaN
Deinotherium,levius,12.700,5.332,4,1,0.0625
Deinotherium,sp.,16.900,2.588,4,0,NaN
Deinsdorfia,hibbardi,4.900,1.806,8,1,0.0041
Deinsdorfia,insperata,4.900,4.200,1,0,NaN
Deinsdorfia,kerkhoffi,8.700,5.332,1,0,NaN
Deinsdorfia,kordosi,12.750,2.588,3,0,NaN
Deinsdorfia,reumeri,4.900,4.200,1,0,NaN
Delphinapterus,leucas,1.806,0.012,12,8,0.7993
Delphinodon,carniolicus,15.970,12.700,2,1,1.0000
Delphinodon,mento,23.030,20.430,1,0,NaN
Delphinodon,sp.,20.430,13.650,1,0,NaN
Delphinopsis,sp.,23.030,5.332,1,0,NaN
Delphinus,brocchii,3.600,2.588,3,0,NaN
Delphinus,capellinii,5.332,2.588,2,1,1.0000
Delphinus,compressus,5.332,2.588,1,1,0.5000
Delphinus,dationum,15.970,11.608,2,0,NaN
Delphinus,delphis,2.588,0.000,3,1,0.0101
Delphinus,hosei,0.012,0.000,1,0,NaN
Delphinus,osennae,1.806,0.781,1,0,NaN
Delphinus,sp.,5.332,0.126,11,0,NaN
Delphinus,truncatus,1.806,0.000,4,1,0.0050
Delphinus,tursio,2.588,0.781,2,2,1.0000
Democricetodon,affinis,15.970,11.100,11,0,NaN
Democricetodon,brevis,20.430,11.608,12,0,NaN
Democricetodon,franconicus,16.900,15.970,8,1,0.2074
Democricetodon,freisingensis,20.430,11.100,6,1,0.0026
Democricetodon,gaillardi,13.650,9.700,9,0,NaN
Democricetodon,hispanicus,23.030,5.332,1,0,NaN
Democricetodon,larteti,11.608,11.100,2,0,NaN
Democricetodon,medius,13.650,12.750,1,0,NaN
Democricetodon,minor,20.430,11.100,39,0,NaN
Democricetodon,mutilus,16.900,11.100,38,3,0.1111
Democricetodon,romievensis,16.900,15.970,1,0,NaN
Democricetodon,romieviensis,20.430,13.650,3,0,NaN
Democricetodon,schaubi,15.970,7.246,7,0,NaN
Democricetodon,similis,23.030,5.332,2,0,NaN
Democricetodon,sp.,16.900,8.700,9,1,0.0069
Democricetodon,sulcatus,11.608,7.246,1,0,NaN
Democricetodon,vindobonensis,13.650,12.750,1,0,NaN
Democricetodon,vindoboniensis,13.650,11.608,1,0,NaN
Dendromus,sp.,11.608,5.332,1,1,0.0079
Deperetia,ardea,2.588,0.781,1,1,0.0109
Deperetomys,hagni,12.750,11.100,4,0,NaN
Deperetomys,sp.,13.650,12.750,1,0,NaN
Desmana,inflata,5.332,2.588,4,0,NaN
Desmana,kowalskae,4.200,3.200,1,0,NaN
Desmana,moschata,2.588,0.126,7,0,NaN
Desmana,nehringi,4.900,0.781,10,2,0.0763
Desmana,sp.,8.700,0.126,19,4,0.0070
Desmana,thermalis,3.200,0.126,15,4,0.0117
Desmana,verestchagini,5.332,3.200,4,1,0.3248
Desmanella,crusafonti,8.700,7.246,3,1,0.1538
Desmanella,dubia,7.750,4.200,4,0,NaN
Desmanella,engesseri,16.900,15.970,1,0,NaN
Desmanella,gardiolensis,3.600,2.588,1,0,NaN
Desmanella,gudrunae,22.400,15.970,2,0,NaN
Desmanella,quinquecuspidata,11.100,9.700,1,0,NaN
Desmanella,rietscheli,11.100,7.750,7,0,NaN
Desmanella,sp.,28.400,3.200,13,3,0.0138
Desmanella,stehlini,12.750,11.100,3,0,NaN
Desmanodon,antiquus,16.900,13.650,2,0,NaN
Desmanodon,crocheti,12.750,11.100,3,0,NaN
Desmanodon,daamsi,20.000,11.608,2,0,NaN
Desmanodon,remmerti,20.000,16.900,1,0,NaN
Desmostylus,hesperus,23.030,5.332,9,7,1.0000
Devinophoca,claytoni,13.650,11.608,1,1,1.0000
Diaceratherium,aurelianense,16.900,15.970,2,0,NaN
Diacodexis,antunesi,55.800,48.600,1,0,NaN
Diacodexis,gazini,55.800,48.600,2,0,NaN
Diacodexis,sp.,51,51,2,0,NaN
Diceratherium,aurelianensis,20.430,15.970,3,0,NaN
Diceratherium,douvillei,20.430,15.970,3,0,NaN
Dicerorhinus,caucasicus,13.650,12.750,1,0,NaN
Dicerorhinus,elatus,5.332,2.588,2,0,NaN
Dicerorhinus,germanicus,15.970,11.608,1,0,NaN
Dicerorhinus,hispanicus,20.430,15.970,1,0,NaN
Dicerorhinus,jeanvireti,5.332,2.588,12,1,0.4667
Dicerorhinus,leptorhinus,5.332,2.588,2,0,NaN
Dicerorhinus,miquelcrusafonti,5.332,3.200,1,0,NaN
Dicerorhinus,orientalis,11.608,2.588,3,0,NaN
Dicerorhinus,sansaniensis,16.900,11.608,2,0,NaN
Dicerorhinus,sp.,11.608,0.126,15,0,NaN
Dicerorhinus,stenheimensis,13.650,12.750,2,0,NaN
Dicerorhinus,tagicus,23.030,20.430,1,0,NaN
Diceros,elegans,15.970,13.650,1,0,NaN
Diceros,neumayri,8.700,5.332,1,0,NaN
Dichobune,cuspidatus,37.200,33.900,1,1,1.0000
Dichobune,fraasi,37.200,28.400,2,0,NaN
Dichobune,langi,40.400,37.200,1,0,NaN
Dichobune,leporina,37.200,28.400,16,4,0.0336
Dichobune,robertiana,40.400,37.200,4,0,NaN
Dichobune,sigei,37.200,33.900,1,0,NaN
Dichobune,sp.,37.200,33.900,3,0,NaN
Dichodon,cartieri,40.400,37.200,2,0,NaN
Dichodon,cervinum,40.400,33.900,13,5,0.0464
Dichodon,cervinus,40.400,33.900,2,0,NaN
Dichodon,cuspidatum,37.200,33.900,1,0,NaN
Dichodon,cuspidatus,37.200,33.900,2,2,0.1491
Dichodon,frohnstettense,37.200,33.900,5,0,NaN
Dichodon,lugdunense,40.400,37.200,1,0,NaN
Dichodon,ruetimeyeri,40.400,37.200,2,0,NaN
Dichodon,simplex,40.400,37.200,2,0,NaN
Dichodon,sp.,40.400,33.900,5,3,0.0149
Dichodon,stehlini,37.200,33.900,1,0,NaN
Dichodon,subtile,40.400,37.200,1,0,NaN
Dichodon,vidalenci,40.400,37.200,1,1,0.0103
Dicrocerus,elegans,20.430,11.100,15,0,NaN
Dicrocerus,sp.,13.650,12.750,1,0,NaN
Dicrostonyx,simplicior,0.781,0.126,2,0,NaN
Dicrostonyx,sp.,0.781,0.126,3,0,NaN
Dicrostonyx,torquatus,0.781,0.012,4,1,0.0001
Didelphodus,sp.,55.800,48.600,1,0,NaN
Dihoplus,kirchbergensis,2.588,0.000,5,0,NaN
Dihoplus,megarhinus,11.608,0.781,8,0,NaN
Dihoplus,mercki,2.588,0.126,4,0,NaN
Dihoplus,pikermiensis,8.700,5.332,1,0,NaN
Dihoplus,schleiermacheri,12.700,1.806,10,1,0.2500
Dimylechinus,bernoullii,23.030,22.400,1,0,NaN
Dimyloides,hecki,28.400,23.030,1,0,NaN
Dimyloides,rigassii,23.030,22.400,1,0,NaN
Dimyloides,sp.,28.400,23.030,3,0,NaN
Dimyloides,stehlini,28.400,22.400,4,0,NaN
Dimyloides,vireti,28.400,20.000,3,0,NaN
Dimylus,paradoxus,23.030,20.430,4,0,NaN
Dinocyon,sp.,23.030,5.332,1,0,NaN
Dinocyon,thenardi,23.030,5.332,1,0,NaN
Dinofelis,sp.,8.700,5.332,1,0,NaN
Dinosorex,engesseri,11.100,8.700,6,0,NaN
Dinosorex,huerzeleri,28.400,23.030,1,0,NaN
Dinosorex,pachygnathus,12.750,11.100,9,0,NaN
Dinosorex,pusillus,28.400,23.030,1,0,NaN
Dinosorex,sansaniensis,15.970,12.750,5,0,NaN
Dinosorex,sp.,13.650,7.750,3,1,0.1992
Dinosorex,zapfei,16.900,12.750,11,2,0.0311
Diorocetus,sp.,13.650,11.608,1,0,NaN
Dipavali,petri,58.700,55.800,6,0,NaN
Diplobune,bavarica,33.900,28.400,1,0,NaN
Diplobune,quercyi,33.900,28.400,1,0,NaN
Diplobune,secundaria,37.200,33.900,4,0,NaN
Diplobune,secundarium,37.200,33.900,1,0,NaN
Diplobune,sp.,37.200,28.400,5,0,NaN
Dipoides,problematicus,8.700,5.332,8,6,0.0393
Diunatans,luctoretemergo,23.030,2.588,1,1,0.4000
Dolichopithecus,arvernensis,3.200,0.126,4,1,0.2000
Dolichopithecus,ruscinensis,4.900,4.200,6,0,NaN
Dolichopithecus,sp.,4.200,3.200,3,0,NaN
Dolomys,episcopalis,2.588,1.806,3,1,0.0166
Dolomys,hungaricus,5.332,2.588,1,0,NaN
Dolomys,kretzoii,2.588,1.806,2,1,0.0332
Dolomys,lenki,0.781,0.126,2,2,0.0230
Dolomys,milleri,3.600,2.588,7,1,0.0624
Dolomys,nehringi,5.332,2.588,2,0,NaN
Dolomys,occitanus,4.200,3.200,1,0,NaN
Dolomys,sp.,2.588,2.588,1,1,0.0062
Donrussellia,lusitanica,55.800,48.600,1,0,NaN
Donrussellia,magna,55.800,48.600,1,0,NaN
Donrussellia,provincialis,55.800,48.600,1,0,NaN
Dorcatherium,crassum,16.900,5.332,14,1,0.0625
Dorcatherium,guntianum,16.900,13.650,9,0,NaN
Dorcatherium,naui,16.900,11.100,15,3,0.1507
Dorcatherium,peneckei,15.970,13.650,3,0,NaN
Dorcatherium,sp.,15.970,9.700,7,0,NaN
Dorcatherium,vindobonense,16.900,11.100,6,0,NaN
Dorsetodon,haysomi,145.500,140.200,1,0,NaN
Dremotherium,cetinensis,22.400,20.000,1,0,NaN
Drepanosorex,margaritodon,3.200,0.126,9,8,0.0037
Drepanosorex,savini,0.781,0.126,2,1,0.0161
Drepanosorex,sp.,2.588,0.012,1,0,NaN
Drescheratherium,acutum,155.700,150.800,1,1,0.0129
