genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Homotherium,crenatidens,3.200,0.126,21,5,0.0367
Homotherium,hungaricus,3.200,2.588,2,1,0.0072
Homotherium,latidens,2.588,0.126,10,1,0.6667
Homotherium,moravicum,2.588,0.126,6,0,NaN
Homotherium,sainzelli,2.588,0.126,4,4,0.0570
Homotherium,sp.,4.200,0.126,13,5,0.0447
Homo,antecessor,2.588,0.012,1,1,0.4126
Homo,erectus,0.781,0.126,1,1,1.0000
Homo,neandertalensis,0.012,0.000,1,0,NaN
Homo,neanderthalensis,0.126,0.012,1,1,1.0000
Homo,sapiens,0.781,0.000,2,1,0.1250
Homo,sp.,2.588,0.126,6,2,1.0000
Hoplocetus,borgerhoutensis,20.430,1.806,2,0,NaN
Hoplocetus,crassidens,20.430,1.806,5,1,0.5000
Hoplocetus,curvidens,5.332,1.806,2,0,NaN
Hoplocetus,ritzi,13.650,11.608,1,0,NaN
Huerzelerimys,minor,9.700,8.700,2,0,NaN
Huerzelerimys,turoliensis,7.750,5.332,15,12,0.1226
Huerzelerimys,vireti,8.700,7.750,3,0,NaN
Hugueneya,primitiva,28.400,20.430,7,0,NaN
Hutegotherium,yaomingi,167.700,164.700,1,0,NaN
Hyaena,brevirostris,2.588,0.781,1,0,NaN
Hyaena,donnezani,5.332,3.200,1,0,NaN
Hyaena,exima,11.608,7.246,2,0,NaN
Hyaena,eximia,13.650,7.246,7,0,NaN
Hyaena,hipparionum,23.030,5.332,1,1,1.0000
Hyaena,hyaena,0.781,0.126,1,0,NaN
Hyaena,perrieri,5.332,1.806,2,0,NaN
Hyaena,prisca,0.781,0.126,1,0,NaN
Hyaena,pyrenaica,2.588,2.588,1,1,0.0123
Hyaena,sp.,11.608,0.126,11,1,0.0714
Hyaena,spelaea,0.126,0.000,1,0,NaN
Hyaenictis,eximia,8.700,5.332,1,0,NaN
Hyaenodon,aymardi,33.900,28.400,1,0,NaN
Hyaenodon,brachyrhynchus,37.200,33.900,1,0,NaN
Hyaenodon,dubius,33.900,28.400,1,0,NaN
Hyaenodon,filholi,37.200,33.900,1,0,NaN
Hyaenodon,leptorhynchus,33.900,28.400,1,0,NaN
Hyaenodon,minor,37.200,33.900,6,2,0.1054
Hyaenodon,requieni,37.200,33.900,3,0,NaN
Hyaenodon,schlosseri,40.400,37.200,1,0,NaN
Hyaenodon,sp.,48.600,28.400,4,0,NaN
Hyaenodon,sp.1,37.200,33.900,1,0,NaN
Hyainailouros,sulzeri,16.900,15.970,3,0,NaN
Hydrodamalis,gigas,2.588,0.000,3,1,1.0000
Hydrurga,leptonyx,15.970,11.608,1,0,NaN
Hylopetes,hoeckarum,16.900,15.970,2,0,NaN
Hylopetes,macedoniensis,8.700,5.332,1,0,NaN
Hylopetes,sp.,15.970,3.200,2,1,0.0064
Hylopetes,"sp. A",8.700,5.332,1,0,NaN
Hyopsodus,itinerans,55.800,48.600,1,0,NaN
Hyopsodus,sp.,55.800,48.600,1,0,NaN
Hyopsodus,wardii,55.800,48.600,1,1,0.7812
Hyotherium,major,22.400,20.000,1,0,NaN
Hyotherium,meisnieri,22.400,20.000,1,0,NaN
Hyotherium,meissneri,16.900,15.970,1,0,NaN
Hyotherium,palaeochoerus,11.608,7.246,2,0,NaN
Hyotherium,soemeringi,13.650,12.750,2,0,NaN
Hyotherium,soemmeringi,16.900,11.608,21,1,0.0312
Hyotherium,soemmerringi,15.970,11.100,2,0,NaN
Hyotherium,sp.,16.900,7.246,7,0,NaN
Hyperdichobune,hammeli,48.600,40.400,2,1,0.2698
Hyperdichobune,langi,40.400,37.200,4,0,NaN
Hyperdichobune,nobilis,40.400,37.200,1,0,NaN
Hyperdichobune,sp.,48.600,37.200,3,1,0.4000
Hyperdichobune,"sp. 1",40.400,37.200,1,0,NaN
Hyperdichobune,"sp. 2",40.400,37.200,1,0,NaN
Hyperdichobune,spectabilis,37.200,33.900,1,0,NaN
Hyperdichobune,spinifera,37.200,33.900,1,0,NaN
Hyperoodon,ampullatus,0.012,0.000,1,0,NaN
Hyperoodon,sp.,23.030,1.806,2,1,0.5000
Hypnomys,onicensis,3.600,0.781,1,0,NaN
Hypnomys,sp.,5.332,3.200,1,0,NaN
Hypnomys,waldreni,3.600,2.588,1,0,NaN
Hypolagus,beremendensis,3.200,0.126,13,5,0.0306
Hypolagus,brachygnathus,3.200,1.806,23,1,0.1577
Hypolagus,gromovi,5.332,2.588,1,0,NaN
Hypolagus,sp.,4.200,0.781,4,1,0.0071
Hypsodontus,miocenicus,13.650,12.750,1,0,NaN
Hyrachyus,cartieri,40.400,37.200,3,0,NaN
Hyrachyus,minimum,55.800,40.400,13,0,NaN
Hyrachyus,minimus,48.600,33.900,6,0,NaN
Hyrachyus,sp.,48.600,40.400,1,0,NaN
Hyrachyus,stehlini,55.800,40.400,2,2,1.0000
Hyracolestes,sp.,55.800,48.600,1,0,NaN
Hyracotherium,leporinum,55.800,48.600,5,1,0.2222
Hyracotherium,sp.,55.800,48.600,1,0,NaN
Hyracotherium,vulpiceps,55.800,48.600,1,0,NaN
Hystrix,bessarabica,11.608,7.246,1,0,NaN
Hystrix,depereti,5.332,2.588,1,0,NaN
Hystrix,major,3.200,0.126,9,1,0.0068
Hystrix,primigenia,4.200,3.200,4,0,NaN
Hystrix,refossa,5.332,0.126,13,2,0.0317
Hystrix,sp.,8.700,1.806,10,1,0.0109
Hystrix,suevica,8.700,7.750,1,0,NaN
Hystrix,vinogradovi,2.588,0.781,1,1,0.0160
Iberica,hahni,130.000,125.450,3,2,0.1667
Iberodon,quadrituberculatus,161.200,150.800,1,1,0.1104
Icaronycteris,menui,55.800,48.600,2,0,NaN
Ictiocyon,socialis,20.430,15.970,1,0,NaN
Ictitherium,hipparionum,8.700,2.588,7,0,NaN
Ictitherium,robustum,13.650,2.588,5,0,NaN
Ictitherium,sarmaticum,13.650,11.608,1,0,NaN
Ictitherium,sp.,7.750,7.246,2,0,NaN
Ictitherium,tauricum,12.700,11.608,1,0,NaN
Idiocetus,guicciardinii,3.200,2.588,2,1,1.0000
Idiorophus,bolzanensis,23.030,15.970,2,1,0.5000
Ilerdoryctes,sigei,55.800,48.600,2,0,NaN
Imocetus,piscatus,20.430,13.650,1,1,0.5000
Ischyrictis,anatolicus,13.650,12.750,1,0,NaN
Ischyrictis,bezaniensis,16.900,15.970,1,0,NaN
Ischyrictis,bezianensis,16.900,15.970,1,0,NaN
Ischyrictis,noueli,16.900,15.970,2,0,NaN
Ischyrictis,sp.,16.900,15.970,1,0,NaN
Ischyrictis,zibethoides,15.970,13.650,2,1,0.0323
Isocetus,depauwi,15.970,7.246,3,0,NaN
Isocetus,sp.,13.650,11.608,1,0,NaN
Isoptychus,aquatilis,37.200,33.900,4,4,0.8409
Isoptychus,fordi,37.200,33.900,7,3,0.4604
Isoptychus,headonensis,37.200,33.900,2,0,NaN
Isoptychus,pseudosiderolithicus,37.200,33.900,10,2,0.4247
Isoptychus,siderolithicus,33.900,28.400,1,0,NaN
Isoptychus,sp.,37.200,28.400,6,0,NaN
Issiodoromys,limognensis,28.400,23.030,2,0,NaN
Issiodoromys,minor,33.900,28.400,2,0,NaN
Issiodoromys,pseudanaema,28.400,23.030,2,0,NaN
Itatodon,tatarinovi,167.700,164.700,1,0,NaN
Kamtschatarctos,sinelnikovae,15.970,11.608,1,0,NaN
Karydomys,boskosi,16.900,15.970,1,0,NaN
Karydomys,wigharti,15.970,13.650,1,0,NaN
Kemchugia,magna,136.400,125.450,1,0,NaN
Kentriodon,fuchsii,15.970,11.608,9,1,1.0000
Kentriodon,sp.,20.430,11.608,2,1,1.0000
Keramidomys,anwilensis,12.750,11.100,1,0,NaN
Keramidomys,capathicus,15.970,13.650,1,0,NaN
Keramidomys,carpathicus,15.970,5.332,22,0,NaN
Keramidomys,carpaticus,7.246,4.900,1,0,NaN
Keramidomys,mohleri,12.750,4.200,4,0,NaN
Keramidomys,reductus,12.750,11.100,1,0,NaN
Keramidomys,sp.,13.650,2.588,3,0,NaN
Keramidomys,thaleri,16.900,13.650,2,1,0.0027
Kermackodon,multicuspis,167.700,164.700,2,2,0.0634
Kielanodon,hopsoni,155.700,150.800,1,1,0.0096
Kirtlingtonia,catenata,167.700,164.700,1,1,0.0423
Kislangia,cappeta,3.200,2.588,1,0,NaN
Kislangia,kadici,3.200,2.588,1,1,0.0028
Kislangia,ondatrina,3.200,2.588,1,1,0.0028
Kislangia,rex,3.200,0.781,4,1,0.0432
Kislangia,sp.,3.200,0.781,3,0,NaN
Kiyatherium,cardiodens,130.000,112.030,2,2,0.2887
Kogaionon,sp.,70.600,65.500,1,0,NaN
Kogia,breviceps,3.600,2.588,1,0,NaN
Kogia,pusilla,3.600,2.588,1,0,NaN
Kogia,sima,3.600,2.588,1,0,NaN
Kordosia,topali,8.700,3.200,2,0,NaN
Korynochoerus,palaeochoerus,13.650,7.246,1,0,NaN
Kouriogenys,minor,145.500,140.200,1,1,0.0130
Krebsotherium,lusitanicum,155.700,150.800,1,1,0.2540
Kronokotherium,brevimaxillare,23.030,5.332,1,1,1.0000
Krusatodon,kirtlingtonensis,167.700,164.700,1,1,0.0986
Krusatodon,sp.,167.700,164.700,1,1,0.5000
Kubanochoerus,gigas,13.650,12.750,1,0,NaN
Kuehneodon,barcasensis,155.700,150.800,1,1,1.0000
Kuehneodon,dietrichi,155.700,150.800,2,2,0.2536
Kuehneodon,guimarotensis,155.700,150.800,1,1,0.0129
Kuehneodon,simpsoni,155.700,150.800,1,1,0.0032
Kuehneodon,sp.,155.700,150.800,1,0,NaN
Kuehneodon,uniradiculatus,155.700,150.800,1,1,0.0161
Kuehneon,duchyense,201.600,189.600,1,1,1.0000
Kuehneotherium,praecursoris,201.600,189.600,2,1,1.0000
Kuehneotherium,sp.,205.600,189.600,3,2,0.4082
Kuehneotherium,"undescribed species",201.600,189.600,2,0,NaN
Kurdalagonus,adygeicus,12.700,11.608,1,1,0.5000
Kurdalagonus,maicopicum,12.700,11.608,2,1,1.0000
Kurdalagonus,maicopicus,12.700,11.608,1,1,0.5000
Kurdalagonus,mchedlidzei,12.700,11.608,1,1,1.0000
Labes,garimondi,83.500,70.600,1,1,1.0000
Labes,quintanillensis,70.600,65.500,1,1,1.0000
Lagenorhynchus,tursio,0.012,0.000,1,0,NaN
Lagomeryx,meyeri,16.900,15.970,1,0,NaN
Lagomeryx,minimus,16.900,13.650,2,0,NaN
Lagomeryx,parvulum,15.970,13.650,1,0,NaN
Lagomeryx,parvulus,16.900,12.750,12,2,0.0449
Lagomeryx,praestans,20.430,15.970,1,0,NaN
Lagomeryx,pumilio,15.970,13.650,2,0,NaN
Lagomeryx,ruetimeyeri,16.900,13.650,4,0,NaN
Lagomeryx,sp.,23.030,11.608,4,0,NaN
Lagopsis,cadeoti,16.900,15.970,1,0,NaN
Lagopsis,penai,20.000,13.650,17,2,0.0517
Lagopsis,sp.,16.900,11.608,3,0,NaN
Lagopsis,spiracensis,20.430,15.970,1,0,NaN
Lagopsis,verus,15.970,11.100,13,1,0.0323
Lagotherium,beremendense,3.200,0.781,5,3,0.0896
Lagotherium,beremendensis,2.588,0.781,1,0,NaN
Lagotherium,sp.,3.200,2.588,1,1,0.0847
Lagurodon,arankae,2.588,0.781,11,3,0.1606
Lagurodon,pannonicus,0.781,0.126,6,6,0.0381
Lagurodon,sp.,3.200,0.781,3,0,NaN
Lagurus,arancae,5.332,2.588,1,0,NaN
Lagurus,arankae,3.200,0.781,12,4,0.1033
Lagurus,lagurus,0.781,0.012,5,2,0.0302
Lagurus,pannonicus,2.588,0.126,5,2,0.0538
Lagurus,posterius,0.781,0.126,1,0,NaN
Lagurus,simplicidens,0.781,0.126,1,0,NaN
Lagurus,transiens,0.781,0.126,2,0,NaN
Lagurus,transylvanicus,2.588,0.126,6,0,NaN
Lainodon," new species ",83.500,70.600,1,0,NaN
Lainodon,orueetxebarriai,83.500,70.600,3,0,NaN
Lainodon,ragei,83.500,70.600,1,0,NaN
Lamprolithax,sp.,11.608,7.246,1,0,NaN
Landenodon,sp.,55.800,48.600,1,0,NaN
Lantanotherium,longirostre,15.970,13.650,1,0,NaN
Lantanotherium,sanmigueli,11.100,8.700,4,0,NaN
Lantanotherium,sansaniense,13.650,11.608,1,0,NaN
Lantanotherium,sansaniensis,20.430,11.608,3,0,NaN
Lantanotherium,sp.,16.900,7.750,2,0,NaN
Lanthanotherium,sanmigueli,11.100,7.750,2,0,NaN
Lanthanotherium,sansaniense,15.970,11.100,8,1,0.0053
Lanthanotherium,sansaniensis,15.970,12.750,3,0,NaN
Laolestes,andresi,161.200,150.800,1,1,0.0245
Laolestes,hodsoni,140.200,136.400,2,2,0.4472
Lartetium,aehmi,13.650,12.750,1,0,NaN
Lartetium,dehmi,16.900,15.970,3,0,NaN
Lartetium,petersbuchense,16.900,15.970,2,0,NaN
Lartetomys,mirabilis,15.970,13.650,2,0,NaN
Lartetomys,zapfei,15.970,12.750,2,0,NaN
Lartetotherium,sansaniense,15.970,13.650,1,0,NaN
Lartetotherium,sansaniensis,15.970,13.650,3,0,NaN
Lartetotherium,schleichermacheri,9.700,8.700,1,0,NaN
Lasiopodomys,brandti,2.588,0.781,1,0,NaN
Laugaritiomys,ivanovcensis,0.781,0.126,1,0,NaN
Lavocatia,alfambrensis,130.000,125.450,1,1,0.5000
Lavocatia,sp.,130.000,122.460,2,0,NaN
Leidymys,latior,12.750,11.100,1,0,NaN
Leidymys,medius,15.970,7.246,6,0,NaN
Leithia,carteri,2.588,0.012,1,0,NaN
Leithia,melitensis,2.588,0.012,1,0,NaN
Lemmus,lemmus,3.200,0.126,13,2,0.0005
Lemmus,obensis,0.781,0.012,2,0,NaN
Lemmus,sp.,3.200,0.126,13,3,0.1016
Leonhardtina,gracilis,48.600,40.400,2,0,NaN
Leptacodon,nascimentoi,55.800,48.600,1,0,NaN
Leptacodon,sp.,70.600,48.600,4,2,0.5000
Leptadapis,magnus,40.400,33.900,17,7,0.0346
Leptadapis,priscus,40.400,37.200,2,0,NaN
Leptictidium,sp.,48.600,40.400,1,0,NaN
Leptictis,sp.,37.200,33.900,1,0,NaN
Leptobos,elatus,3.200,1.806,4,2,0.0452
Leptobos,etruscus,3.200,1.806,15,3,0.0645
Leptobos,furtivus,2.588,0.781,1,0,NaN
Leptobos,sp.,5.332,1.806,24,7,0.1252
Leptobos,stenometopon,3.200,1.806,3,0,NaN
Leptobos,vallisarni,2.588,0.781,2,0,NaN
Leptodelphis,stavropolitanus,12.700,11.608,1,1,0.3333
Leptodontomys,catalaunicus,12.750,4.200,3,0,NaN
Leptodontomys,sp.,8.700,3.200,2,0,NaN
Leptolophus,sp.,37.200,33.900,2,1,0.0526
Leptolophus,stehlini,40.400,37.200,1,1,0.0010
Leptophoca,amphiatlantica,20.430,15.970,1,1,1.0000
Leptoscaptor,bavaricum,12.750,11.100,2,0,NaN
Leptoscaptor,robustior,12.750,11.100,2,0,NaN
Leptotheridium,lugeoni,40.400,33.900,17,6,0.0285
Leptotheridium,sp.,48.600,37.200,1,1,1.0000
Leptotheridium,traguloides,40.400,37.200,5,1,0.0733
Lepus,capensis,0.126,0.012,1,0,NaN
Lepus,etruscus,2.588,0.781,6,1,0.0370
Lepus,europaeus,0.781,0.000,10,1,0.0294
Lepus,granatensis,0.781,0.126,2,0,NaN
Lepus,laskarevi,11.608,2.588,4,0,NaN
Lepus,mediterraneus,0.781,0.126,4,0,NaN
Lepus,praetimidus,0.781,0.126,1,0,NaN
Lepus,sp.,11.608,0.012,46,6,0.0111
Lepus,tanaiticus,0.126,0.012,2,0,NaN
Lepus,terraerubrae,2.588,0.126,4,0,NaN
Lepus,timidus,0.781,0.012,2,0,NaN
Lepus,tolai,0.126,0.012,1,1,0.1944
Lepus,valdarnensis,2.588,0.781,1,1,0.0370
Lessnessina,packmani,55.800,48.600,1,1,0.1250
Leucopleurus,acutus,2.588,0.000,2,1,1.0000
Libralces,gallicus,5.332,0.781,3,2,0.0536
Ligerimys,antiquus,20.000,16.900,4,0,NaN
Ligerimys,"antiquus - florancei",20.430,15.970,2,0,NaN
Ligerimys,fahlbuschi,20.000,16.900,1,0,NaN
Ligerimys,florancei,16.900,15.970,10,0,NaN
Ligerimys,lophidens,20.000,16.900,4,0,NaN
Ligerimys,oberlii,20.000,16.900,6,0,NaN
Ligerimys,sp.,20.000,13.650,5,0,NaN
Limnoecus,sp.,8.700,7.750,1,0,NaN
Limnonyx,pontica,13.650,11.608,1,0,NaN
Liolithax,sp.,12.700,11.608,1,1,1.0000
Liotomus,marshi,58.700,55.800,1,0,NaN
Lissodelphis,sp.,11.608,3.600,1,0,NaN
Listriodon,lockharti,11.608,7.246,2,0,NaN
Listriodon,sp.,12.700,11.608,1,0,NaN
Listriodon,splendens,20.430,5.332,11,2,0.8292
Lophiaspis,baicherei,48.600,40.400,1,0,NaN
Lophiaspis,maurettei,55.800,48.600,1,0,NaN
Lophiaspis,occitanicus,48.600,37.200,6,0,NaN
Lophiaspis,sp.,40.400,37.200,1,0,NaN
Lophiobunodon,minervoisensis,40.400,37.200,1,0,NaN
Lophiobunodon,rhodanicum,40.400,37.200,1,0,NaN
Lophiodon,cuvieri,48.600,37.200,5,0,NaN
Lophiodon,filholi,48.600,33.900,7,0,NaN
Lophiodon,isselense,48.600,40.400,6,0,NaN
Lophiodon,lautricense,40.400,37.200,3,1,1.0000
Lophiodon,leptorhynchum,48.600,37.200,10,0,NaN
Lophiodon,remensis,55.800,33.900,27,0,NaN
Lophiodon,rhinocerodes,48.600,37.200,4,0,NaN
Lophiodon,sanmoralense,37.200,33.900,1,0,NaN
Lophiodon,sp.,51,37.200,5,0,NaN
Lophiodon,subpyrenaicum,48.600,40.400,2,0,NaN
Lophiodon,tapiroides,48.600,37.200,3,0,NaN
Lophiomeryx,chalaniati,33.900,28.400,1,0,NaN
Lophiomeryx,mouchelini,33.900,28.400,1,0,NaN
Lophiotherium,cervulum,37.200,33.900,4,0,NaN
Lophiotherium,siderolithicum,40.400,37.200,1,0,NaN
Lophiotherium,sp.,48.600,40.400,1,0,NaN
Lorancahyus,daamsi,23.030,5.332,1,0,NaN
Louisina,marci,58.700,55.800,4,0,NaN
Louisina,mirabilis,58.700,55.800,3,0,NaN
Loxaulax,valdensis,140.200,125.450,4,4,0.4273
Loxodonta,creutzburgi,2.588,0.012,1,0,NaN
Lutra,affinis,5.332,2.588,1,0,NaN
Lutra,bravardi,3.200,1.806,4,2,0.0073
Lutra,bressana,2.588,0.012,1,0,NaN
Lutra,castiglionis,0.781,0.126,1,1,0.3333
Lutra,dubia,3.600,2.588,1,0,NaN
Lutra,euxena,2.588,0.012,1,0,NaN
Lutra,lutra,2.588,0.000,3,0,NaN
Lutra,simplicidens,2.588,0.126,6,0,NaN
Lutra,sp.,3.200,0.126,7,2,0.0093
Lutra,trinacriae,2.588,0.012,1,0,NaN
Lutrogale,cretensis,0.126,0.012,1,0,NaN
Lutzia,eckfeldensis,48.600,40.400,1,0,NaN
Lycyaena,chaeretis,9.700,8.700,2,1,0.0043
Lycyaena,choeretis,11.608,7.246,1,0,NaN
Lycyaena,lunensis,2.588,0.781,1,1,0.0055
Lycyaena,parva,11.608,7.246,2,0,NaN
Lycyaena,sp.,8.700,5.332,1,0,NaN
Lynx,brevirostris,4.900,3.200,4,0,NaN
Lynx,issiodorensis,5.332,0.126,24,6,0.0601
Lynx,lynx,3.200,0.126,9,3,0.0145
Lynx,pardina,2.588,0.126,2,0,NaN
Lynx,pardinus,2.588,0.781,2,0,NaN
Lynx,sp.,4.200,0.012,14,6,0.0029
Lynx,spelaea,0.781,0.126,9,0,NaN
Lynx,spelaeus,2.588,0.781,1,0,NaN
Lynx,strandi,3.200,2.588,1,1,0.0008
Maastrichtidelphys,meurismeti,70.600,65.500,1,0,NaN
Macaca,florentina,2.588,0.126,7,1,0.0588
Macaca,majori,2.588,0.126,5,0,NaN
Macaca,sp.,4.900,0.126,14,1,0.0095
Macaca,sylvanus,2.588,0.126,10,1,0.0526
Machairodus,alberdiae,11.608,8.700,1,1,0.0031
Machairodus,aphanistus,11.608,8.700,3,1,0.0039
Machairodus,cultridens,11.608,7.246,3,0,NaN
Machairodus,giganteus,8.700,5.332,1,1,0.0066
Machairodus,irtyschensis,5.332,2.588,2,0,NaN
Machairodus,parvulus,11.608,7.246,2,0,NaN
Machairodus,schlosseri,11.608,7.246,3,0,NaN
Machairodus,sclosseri,11.608,5.332,1,0,NaN
Machairodus,sp.,12.700,0.126,9,0,NaN
Macrocranion,nitens,55.800,48.600,2,1,0.5000
Macrocranion,sp.,55.800,48.600,1,0,NaN
Macrokentriodon,sp.,11.608,7.246,2,2,0.8660
Macropus,longirostris,65.500,23.030,1,0,NaN
Macropus,parvi,65.500,23.030,1,0,NaN
Macropus,posticae,65.500,23.030,1,0,NaN
Mafia,csarnotensis,4.900,2.588,4,0,NaN
Mafia,dehneli,4.900,4.200,1,0,NaN
Magerictis,imperialensis,16.900,13.650,1,0,NaN
Magnimus,ensomi,145.500,140.200,1,0,NaN
Maltamys,gollcheri,5.332,0.012,1,0,NaN
Mammuthus,chosaricus,0.781,0.126,1,1,0.0309
Mammuthus,creticus,2.588,0.012,1,0,NaN
Mammuthus,gromovi,3.200,2.588,8,1,1.0000
Mammuthus,lamarmorae,11.608,0.012,2,0,NaN
Mammuthus,meridionalis,3.200,0.126,98,14,0.1392
Mammuthus,meridonalis,2.588,1.806,1,0,NaN
Mammuthus,primigenius,2.588,0.0197,20,2,1.0000
Mammuthus,rumanus,3.200,2.588,3,0,NaN
Mammuthus,sp.,2.588,0.012,6,3,0.2078
Mammuthus,trogontherii,2.588,0.126,29,8,0.4764
Mammuthus,wuesti,3.200,2.588,1,0,NaN
Mammut,arvenensis,3.600,2.588,9,0,NaN
Mammut,arvernensis,4.200,2.588,1,0,NaN
Mammut,augustidens,12.700,11.608,1,0,NaN
Mammut,borsoni,4.900,2.588,9,1,0.0028
Mammut,pentelici,13.650,7.246,4,0,NaN
Mammut,praetypicum,5.332,2.588,1,1,1.0000
Mammut,sp.,20.430,0.000,14,0,NaN
Manis,sp.,5.332,2.588,1,0,NaN
Marcetia,santigae,11.608,8.700,1,1,0.0004
Maremmia,haupti,8.700,5.332,6,4,1.0000
Maremmia,lorenzi,8.700,7.246,2,0,NaN
Maremmia,sp.,8.700,5.332,1,1,0.3333
Marmota,bobak,0.781,0.126,1,1,0.0084
Marmota,marmota,0.781,0.012,7,1,0.0004
Marmota,sibirica,2.588,0.781,1,0,NaN
Marmota,sp.,2.588,0.012,9,1,0.0278
Martes,burdigalensis,16.900,15.970,1,0,NaN
Martes,foina,0.781,0.126,3,1,0.0622
Martes,martes,2.588,0.000,7,0,NaN
Martes,muncki,16.900,11.608,3,0,NaN
Martes,munki,11.608,7.246,1,0,NaN
Martes,pusillus,11.100,9.700,1,0,NaN
Martes,sainjoni,16.900,15.970,2,0,NaN
Martes,sansaniensis,15.970,13.650,2,0,NaN
Martes,sp.,4.200,0.126,8,3,0.0036
Martes,species,22.400,20.000,1,0,NaN
Martes,sylvatica,0.781,0.126,1,0,NaN
Martes,vetus,2.588,0.781,1,0,NaN
Martes,wenzensis,4.200,3.200,1,0,NaN
Matthesia,germanica,48.600,40.400,1,0,NaN
Matthesia,insolita,48.600,40.400,1,0,NaN
Medocinia,tetragorhina,20.430,15.970,1,1,1.0000
Megacricetodon,bavaricus,16.900,12.750,10,3,0.5666
Megacricetodon,bezianensis,16.900,15.970,1,0,NaN
Megacricetodon,collongensis,16.900,13.650,18,0,NaN
Megacricetodon,crusafonti,16.900,12.750,5,0,NaN
Megacricetodon,debruijni,11.100,9.700,6,0,NaN
Megacricetodon,germanicus,15.970,11.100,18,0,NaN
Megacricetodon,gersii,15.970,13.650,2,0,NaN
Megacricetodon,gregarius,15.970,11.100,19,0,NaN
Megacricetodon,ibericus,12.750,11.100,1,0,NaN
Megacricetodon,lappi,20.430,13.650,6,0,NaN
Megacricetodon,lopezae,13.650,12.750,1,0,NaN
Megacricetodon,minor,20.000,9.700,47,2,0.0309
Megacricetodon,"minor - similis",13.650,11.608,1,0,NaN
Megacricetodon,primitivus,16.900,15.970,3,1,0.2396
Megacricetodon,rafaeli,23.030,5.332,1,0,NaN
Megacricetodon,roussillonensis,13.650,11.608,2,0,NaN
Megacricetodon,schaubi,13.650,11.100,2,0,NaN
Megacricetodon,similis,13.650,11.100,9,0,NaN
Megacricetodon,sp.,20.000,11.100,13,1,0.1429
Megaderma,franconica,20.000,16.900,1,0,NaN
Megaderma,lugdunensis,13.650,12.750,1,0,NaN
Megaderma,vireti,9.700,4.900,3,0,NaN
Megalenhydris,barbaricina,0.126,0.012,1,0,NaN
Megaloceros,dawkinsi,0.781,0.126,2,0,NaN
Megaloceros,euryceros,0.781,0.012,7,0,NaN
Megaloceros,obscurus,2.588,0.781,1,0,NaN
Megaloceros,savini,0.781,0.126,4,1,0.0714
Megaloceros,solilhacus,2.588,0.781,2,0,NaN
Megaloceros,sp.,3.200,0.126,14,4,0.0239
Megaloceros,verticornis,2.588,0.126,12,1,0.0714
Megalovis,latifrons,2.588,0.781,3,1,0.0437
Megalovis,sp.,5.332,0.781,3,1,0.0370
Megantereon,cultridens,5.332,1.806,6,0,NaN
Megantereon,megantereon,3.200,1.806,10,3,0.0827
Megantereon,sp.,3.200,0.781,3,0,NaN
Megantereon,whitei,2.588,0.781,2,0,NaN
Megapeomys,lavocati,16.900,15.970,2,0,NaN
Megapeomys,lindsayi,16.900,15.970,1,0,NaN
Megaptera,novaeangliae,0.0121,0.0121,1,0,NaN
Megapteropsis,sp.,13.650,1.806,12,0,NaN
Meketibolodon,robustus,155.700,150.800,1,1,0.0289
Meketichoffatia,krausei,155.700,150.800,2,2,0.0176
Meketichoffatia,sp.,155.700,150.800,1,1,0.0032
Melaneremia,bryanti,55.800,48.600,1,0,NaN
Meles,atavus,2.588,0.781,2,1,0.0005
Meles,dimitrius,2.588,0.781,2,1,0.1875
Meles,iberica,2.588,0.781,1,0,NaN
Meles,meles,2.588,0.000,24,6,0.0049
Meles,sp.,3.200,0.012,11,2,0.0208
Meles,taxus,2.588,0.781,1,1,0.0909
Meles,thorali,2.588,1.806,2,0,NaN
Melidellavus,leptorhynchus,15.970,11.608,1,0,NaN
Melissiodon,chatticum,28.400,23.030,1,0,NaN
Melissiodon,dominans,20.000,15.970,11,0,NaN
Melissiodon,quercyi,28.400,23.030,2,0,NaN
Melissiodon,schlosseri,22.400,20.430,2,0,NaN
Melissiodon,sp.,16.900,15.970,1,0,NaN
Meniscodon,europaeum,48.600,37.200,5,0,NaN
Meriones,tristrami,2.588,0.781,1,0,NaN
Meriones,unguiculatus,0.781,0.126,1,0,NaN
Mesocetus,agrami,12.700,7.246,5,1,1.0000
Mesocetus,aquitanicus,23.030,2.588,2,0,NaN
Mesocetus,hungaricus,13.650,11.608,2,1,0.5000
Mesocetus,sp.,13.650,2.588,9,0,NaN
Mesocricetus,aureatus,2.588,0.781,1,0,NaN
Mesocricetus,primitivus,7.246,4.900,1,0,NaN
Mesopithecus,monspessulanus,4.900,4.200,3,0,NaN
Mesopithecus,pentelici,13.650,11.608,1,0,NaN
Mesoplodon,bidens,0.012,0.000,1,0,NaN
Mesoplodon,layardi,2.588,1.806,1,0,NaN
Mesoplodon,longirostris,3.600,1.806,12,5,0.7579
Mesoplodon,meneghini,3.600,2.588,1,1,0.5000
Mesoplodon,sp.,11.608,1.806,23,11,0.8111
Mesoplodon,stejnegeri,0.012,0.000,1,0,NaN
Mesotaria,ambigua,5.332,3.600,2,0,NaN
Messapicetus,longirostris,11.608,7.246,2,0,NaN
Messelobunodon,ceciliensis,48.600,40.400,2,0,NaN
